"","mso_calc_type","region","season.annual.avg_loss","season.annual.beekeepers","season.annual.colonies","season.annual.exclusive_beekeepers","season.annual.exclusive_colonies","season.annual.operation.backyard","season.annual.operation.commercial","season.annual.operation.sideline","season.annual.total_loss","season.summer.avg_loss","season.summer.beekeepers","season.summer.colonies","season.summer.exclusive_beekeepers","season.summer.exclusive_colonies","season.summer.operation.backyard","season.summer.operation.commercial","season.summer.operation.sideline","season.summer.total_loss","season.winter.avg_loss","season.winter.beekeepers","season.winter.colonies","season.winter.exclusive_beekeepers","season.winter.exclusive_colonies","season.winter.operation.backyard","season.winter.operation.commercial","season.winter.operation.sideline","season.winter.total_loss","state","year"
"345","MSO in","South East",    27.94,   271.00,  1545.00,    97.79,    96.05,   269.00,     0.00,     2.00,    32.36,    12.11,   274.00,  1553.00,    97.81,    96.07,   272.00,     0.00,     2.00,    15.28,    21.22,   431.00,  3917.00,    97.91,    81.95,   424.00,     1.00,     6.00,    26.66,"North Carolina","2011/12"
"346","MSO in","Northern Rockies and Plains",    27.62,    11.00, 34561.00,    18.18,     5.52,     1.00,     8.00,     2.00,    27.63,    12.43,    11.00, 34561.00,    18.18,     5.52,     1.00,     8.00,     2.00,     6.35,    17.50,    12.00, 60837.00,    16.67,     3.46,     1.00,     9.00,     2.00,    17.82,"North Dakota","2011/12"
"347","MSO in","Ohio Valley",    29.73,   147.00,  2513.00,    97.28,    57.50,   139.00,     2.00,     6.00,    33.92,     6.80,   149.00,  2533.00,    97.32,    57.84,   141.00,     2.00,     6.00,    11.55,    27.64,   231.00,  4714.00,    98.27,    69.56,   222.00,     2.00,     7.00,    26.50,"Ohio","2011/12"
"348","MSO in","South",    43.68,    19.00,   106.00,   100.00,   100.00,    19.00,     0.00,     0.00,    37.89,    20.14,    19.00,   106.00,   100.00,   100.00,    19.00,     0.00,     0.00,    20.38,    20.63,    28.00,   158.00,   100.00,   100.00,    28.00,     0.00,     0.00,    19.28,"Oklahoma","2011/12"
"349","MSO in","North West",    40.36,    80.00, 21472.00,    90.00,    14.84,    72.00,     5.00,     3.00,    19.57,     8.71,    80.00, 21472.00,    90.00,    14.84,    72.00,     5.00,     3.00,     9.70,    36.08,   144.00, 36105.00,    91.67,    19.76,   127.00,     8.00,     9.00,    12.99,"Oregon","2011/12"
"350","MSO in","North East",    30.70,   399.00,  8362.00,    95.74,    29.85,   379.00,     2.00,    18.00,    52.93,     8.35,   400.00,  8364.00,    95.75,    29.87,   380.00,     2.00,    18.00,    34.00,    28.42,   703.00, 11357.00,    97.01,    42.84,   680.00,     2.00,    21.00,    37.70,"Pennsylvania","2011/12"
"351","MSO in","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2011/12"
"352","MSO in","North East",    19.42,    18.00,    56.00,   100.00,   100.00,    18.00,     0.00,     0.00,    18.60,     7.33,    18.00,    56.00,   100.00,   100.00,    18.00,     0.00,     0.00,     7.06,    17.75,    31.00,   152.00,    96.77,    98.03,    31.00,     0.00,     0.00,    12.90,"Rhode Island","2011/12"
"353","MSO in","South East",    33.48,    61.00,  1155.00,    95.08,    38.53,    58.00,     0.00,     3.00,    28.31,    16.73,    63.00,  1177.00,    95.24,    39.68,    60.00,     0.00,     3.00,    16.90,    22.39,    86.00,  5926.00,    95.35,    13.38,    81.00,     1.00,     4.00,    18.89,"South Carolina","2011/12"
"354","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    19.04,     7.00, 28448.00,    71.43,     0.17,     5.00,     2.00,     0.00,    15.09,"South Dakota","2011/12"
"355","MSO in","Ohio Valley",    19.51,    73.00,   581.00,    93.15,    83.13,    68.00,     0.00,     5.00,    26.70,     9.28,    74.00,   583.00,    93.24,    83.19,    69.00,     0.00,     5.00,    14.87,    14.07,   102.00,  1246.00,    95.10,    84.03,    97.00,     0.00,     5.00,    16.39,"Tennessee","2011/12"
"356","MSO in","South",    28.50,    26.00,  9998.00,    92.31,     4.88,    24.00,     1.00,     1.00,    26.56,    12.72,    27.00, 13198.00,    92.59,    27.94,    24.00,     2.00,     1.00,    17.02,    19.81,    48.00, 78694.00,    91.67,     0.64,    44.00,     2.00,     2.00,    32.42,"Texas","2011/12"
"357","MSO in","South West",    54.62,    49.00,  2783.00,    97.96,     6.58,    47.00,     1.00,     1.00,    30.23,    11.04,    49.00,  2783.00,    97.96,     6.58,    47.00,     1.00,     1.00,    20.67,    45.23,    85.00,  4962.00,    97.65,     9.75,    82.00,     1.00,     2.00,    13.44,"Utah","2011/12"
"358","MSO in","North East",    37.70,    51.00,  1134.00,    92.16,    21.60,    48.00,     1.00,     2.00,    18.03,     7.31,    51.00,  1134.00,    92.16,    21.60,    48.00,     1.00,     2.00,     3.55,    35.32,    89.00,  1923.00,    95.51,    40.04,    84.00,     1.00,     4.00,    18.13,"Vermont","2011/12"
"359","MSO in","South East",    25.14,   316.00,  1653.00,    98.10,    97.22,   311.00,     0.00,     5.00,    27.74,     9.67,   322.00,  1695.00,    98.14,    97.29,   317.00,     0.00,     5.00,    13.80,    19.69,   533.00,  3343.00,    98.31,    98.00,   528.00,     0.00,     5.00,    18.44,"Virginia","2011/12"
"360","MSO in","North West",    44.32,    74.00, 33460.00,    91.89,     2.79,    64.00,     4.00,     6.00,    22.94,    12.46,    74.00, 33460.00,    91.89,     2.79,    64.00,     4.00,     6.00,     6.34,    34.81,   130.00, 45444.00,    93.08,     5.92,   113.00,     7.00,    10.00,    17.97,"Washington","2011/12"
"361","MSO in","Ohio Valley",    25.80,    34.00,   236.00,    88.24,    52.12,    32.00,     0.00,     2.00,    42.43,     6.31,    34.00,   236.00,    88.24,    52.12,    32.00,     0.00,     2.00,     9.26,    18.05,    51.00,   826.00,    88.24,    38.14,    47.00,     0.00,     4.00,    31.29,"West Virginia","2011/12"
"362","MSO in","Upper Mid West",    40.86,    78.00,   459.00,    96.15,    96.30,    77.00,     0.00,     1.00,    36.48,    15.60,    78.00,   459.00,    96.15,    96.30,    77.00,     0.00,     1.00,    17.56,    28.66,   138.00,  1594.00,    96.38,    89.27,   132.00,     0.00,     6.00,    19.35,"Wisconsin","2011/12"
"363","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    14.28,     6.00,  3372.00,   100.00,   100.00,     5.00,     1.00,     0.00,    10.71,"Wyoming","2011/12"
"364","MSO in","South East",    25.54,    36.00,   422.00,    94.44,    63.74,    35.00,     0.00,     1.00,    55.08,    12.67,    36.00,   422.00,    94.44,    63.74,    35.00,     0.00,     1.00,    16.89,    19.16,    50.00,  2667.00,    94.00,    93.14,    45.00,     1.00,     4.00,    15.76,"Alabama","2012/13"
"365","MSO in","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","2012/13"
"366","MSO in","South West",    30.68,     9.00,  1770.00,    88.89,     1.13,     8.00,     1.00,     0.00,    21.45,    11.12,     9.00,  1770.00,    88.89,     1.13,     8.00,     1.00,     0.00,    10.07,    18.13,    13.00,  2069.00,    92.31,     2.17,    12.00,     1.00,     0.00,    12.60,"Arizona","2012/13"
"367","MSO in","South",    30.06,    37.00,  1312.00,    97.30,    96.19,    34.00,     2.00,     1.00,    28.10,    14.91,    37.00,  1312.00,    97.30,    96.19,    34.00,     2.00,     1.00,    17.35,    22.53,    56.00,  1988.00,    98.21,    96.23,    53.00,     2.00,     1.00,    13.93,"Arkansas","2012/13"
"368","MSO in","West",    46.90,   212.00,397076.00,    64.15,    11.51,   111.00,    73.00,    28.00,    45.82,    17.11,   215.00,404978.00,    63.72,    11.29,   112.00,    75.00,    28.00,    27.10,    37.37,   292.00,490737.00,    67.81,    15.85,   163.00,    93.00,    36.00,    28.09,"California","2012/13"
"369","MSO in","South West",    43.59,   165.00,   816.00,    97.58,    82.48,   162.00,     0.00,     3.00,    51.34,    10.52,   167.00,   819.00,    97.60,    82.54,   164.00,     0.00,     3.00,    12.22,    40.12,   314.00,  1694.00,    97.77,    88.61,   310.00,     0.00,     4.00,    47.27,"Colorado","2012/13"
"370","MSO in","North East",    55.29,    57.00,   517.00,    91.23,    68.28,    54.00,     0.00,     3.00,    57.58,    17.15,    57.00,   517.00,    91.23,    68.28,    54.00,     0.00,     3.00,    13.10,    49.29,    78.00,  1009.00,    92.31,    71.16,    75.00,     0.00,     3.00,    52.43,"Connecticut","2012/13"
"371","MSO in","North East",    67.43,    10.00,   242.00,    70.00,     8.68,     8.00,     0.00,     2.00,    73.48,    14.77,    10.00,   242.00,    70.00,     8.68,     8.00,     0.00,     2.00,    42.91,    65.05,    14.00,   300.00,    78.57,    10.33,    12.00,     0.00,     2.00,    54.72,"District of Columbia","2012/13"
"372","MSO in","North East",    48.41,    23.00, 11817.00,    82.61,     0.99,    19.00,     2.00,     2.00,    48.17,    13.52,    23.00, 11817.00,    82.61,     0.99,    19.00,     2.00,     2.00,    48.43,    40.07,    33.00, 10010.00,    87.88,     3.02,    29.00,     2.00,     2.00,    17.07,"Delaware","2012/13"
"373","MSO in","South East",    33.40,    95.00, 45053.00,    78.95,    10.25,    70.00,    14.00,    11.00,    42.01,    18.23,   103.00, 46986.00,    79.61,    13.87,    76.00,    15.00,    12.00,    29.46,    22.42,   136.00, 49702.00,    82.35,    11.41,   107.00,    15.00,    14.00,    24.66,"Florida","2012/13"
"374","MSO in","South East",    38.89,    70.00,  6257.00,    85.71,     9.11,    61.00,     3.00,     6.00,    48.99,    12.41,    74.00,  6874.00,    85.14,     8.54,    64.00,     3.00,     7.00,    14.30,    37.30,   117.00,  9483.00,    88.89,    10.33,   108.00,     3.00,     6.00,    43.31,"Georgia","2012/13"
"375","MSO in","Noncontiguous",    25.05,    41.00,  7985.00,    97.56,    93.74,    33.00,     2.00,     6.00,     7.50,    18.78,    45.00, 10107.00,    97.78,    95.05,    36.00,     3.00,     6.00,    15.07,    19.46,    61.00, 12900.00,    98.36,    96.51,    50.00,     4.00,     7.00,    11.00,"Hawaii","2012/13"
"376","MSO in","North West",    49.84,    30.00, 57892.00,    50.00,     1.80,    16.00,    11.00,     3.00,    36.17,    20.11,    31.00, 64792.00,    48.39,     1.61,    16.00,    12.00,     3.00,    24.08,    42.13,    41.00, 66660.00,    56.10,     2.65,    24.00,    12.00,     5.00,    20.78,"Idaho","2012/13"
"377","MSO in","Ohio Valley",    50.48,   131.00,  3693.00,    96.95,    18.55,   129.00,     1.00,     1.00,    28.91,     9.64,   132.00,  3694.00,    96.97,    18.57,   130.00,     1.00,     1.00,     4.04,    47.93,   202.00,  5281.00,    98.02,    28.74,   199.00,     1.00,     2.00,    27.91,"Illinois","2012/13"
"378","MSO in","Ohio Valley",    40.63,   108.00,  2625.00,    96.30,    26.82,   104.00,     1.00,     3.00,    27.09,     9.74,   108.00,  2625.00,    96.30,    26.82,   104.00,     1.00,     3.00,     6.03,    36.37,   173.00,  4030.00,    97.11,    44.32,   166.00,     1.00,     6.00,    24.50,"Indiana","2012/13"
"379","MSO in","Upper Mid West",    52.94,    44.00,  4699.00,    90.91,    33.75,    34.00,     2.00,     8.00,    35.00,    12.18,    45.00,  4701.00,    91.11,    33.78,    35.00,     2.00,     8.00,    10.29,    49.67,    63.00,  6535.00,    93.65,    39.27,    51.00,     2.00,    10.00,    28.77,"Iowa","2012/13"
"380","MSO in","South",    41.40,    39.00,  1382.00,    87.18,    22.72,    33.00,     1.00,     5.00,    41.58,    13.00,    39.00,  1382.00,    87.18,    22.72,    33.00,     1.00,     5.00,    19.97,    29.39,    51.00,  2329.00,    86.27,    19.02,    44.00,     1.00,     6.00,    30.31,"Kansas","2012/13"
"381","MSO in","Ohio Valley",    55.56,    46.00,   421.00,    93.48,    91.21,    43.00,     0.00,     3.00,    44.05,    10.28,    46.00,   421.00,    93.48,    91.21,    43.00,     0.00,     3.00,    18.35,    52.37,    67.00,   749.00,    95.52,    92.26,    63.00,     0.00,     4.00,    33.25,"Kentucky","2012/13"
"382","MSO in","South",    23.84,    13.00,   488.00,   100.00,   100.00,    12.00,     0.00,     1.00,    41.20,    13.27,    14.00,   490.00,   100.00,   100.00,    13.00,     0.00,     1.00,    38.83,    11.81,    22.00,  2264.00,   100.00,   100.00,    20.00,     1.00,     1.00,    18.36,"Louisiana","2012/13"
"383","MSO in","North East",    50.07,   101.00, 45208.00,    94.06,     1.32,    94.00,     5.00,     2.00,    39.90,    12.07,   103.00, 45213.00,    94.17,     1.33,    96.00,     5.00,     2.00,    29.01,    42.59,   177.00, 47851.00,    96.61,     2.58,   169.00,     5.00,     3.00,    21.08,"Maine","2012/13"
"384","MSO out","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma","2007/08"
"385","MSO in","North East",    60.07,   181.00, 12839.00,    95.03,     7.05,   173.00,     2.00,     6.00,    49.39,    13.82,   181.00, 12839.00,    95.03,     7.05,   173.00,     2.00,     6.00,    47.59,    57.04,   271.00, 11840.00,    96.31,    15.49,   260.00,     2.00,     9.00,    21.18,"Maryland","2012/13"
"386","MSO in","North East",    59.46,   151.00, 14518.00,    97.35,     3.49,   149.00,     1.00,     1.00,    34.40,    13.29,   151.00, 14518.00,    97.35,     3.49,   149.00,     1.00,     1.00,    19.75,    53.85,   245.00, 17896.00,    97.96,    10.47,   241.00,     2.00,     2.00,    21.91,"Massachusetts","2012/13"
"387","MSO in","Upper Mid West",    62.64,   205.00, 22462.00,    96.59,     9.79,   189.00,     5.00,    11.00,    41.52,    13.64,   205.00, 22462.00,    96.59,     9.79,   189.00,     5.00,    11.00,    31.75,    56.80,   313.00, 23519.00,    97.76,    16.65,   293.00,     5.00,    15.00,    21.56,"Michigan","2012/13"
"388","MSO in","Upper Mid West",    71.34,    74.00, 45182.00,    83.78,    21.35,    61.00,    11.00,     2.00,    57.51,    16.90,    74.00, 45182.00,    83.78,    21.35,    61.00,    11.00,     2.00,    30.41,    65.68,   117.00, 53734.00,    86.32,    25.47,   101.00,    14.00,     2.00,    38.73,"Minnesota","2012/13"
"389","MSO in","South",    37.68,    26.00,108558.00,    80.77,     0.71,    18.00,     4.00,     4.00,    60.18,    15.95,    27.00,108564.00,    81.48,     0.72,    19.00,     4.00,     4.00,    38.85,    29.41,    41.00, 89705.00,    87.80,     1.82,    31.00,     4.00,     6.00,    37.56,"Mississippi","2012/13"
"390","MSO in","Ohio Valley",    35.11,    74.00,   764.00,    97.30,    67.41,    70.00,     0.00,     4.00,    33.39,    13.04,    76.00,   937.00,    97.37,    73.43,    71.00,     0.00,     5.00,    11.21,    24.62,   104.00,  1596.00,    97.12,    72.06,    98.00,     0.00,     6.00,    22.93,"Missouri","2012/13"
"391","MSO in","Northern Rockies and Plains",    55.34,    25.00, 29236.00,    60.00,     0.23,    16.00,     8.00,     1.00,    30.30,    18.86,    27.00, 30237.00,    59.26,     0.23,    17.00,     9.00,     1.00,    13.97,    44.90,    46.00, 63014.00,    63.04,     1.69,    30.00,    13.00,     3.00,    17.42,"Montana","2012/13"
"392","MSO in","Northern Rockies and Plains",    44.25,    13.00, 85764.00,    69.23,     0.24,     9.00,     3.00,     1.00,    62.18,    16.73,    14.00, 85765.00,    71.43,     0.24,    10.00,     3.00,     1.00,    39.22,    47.77,    23.00, 77173.00,    73.91,     0.42,    19.00,     3.00,     1.00,    37.85,"Nebraska","2012/13"
"393","MSO in","West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    27.52,    11.00,  6720.00,    63.64,     0.28,     7.00,     2.00,     2.00,    32.24,"Nevada","2012/13"
"394","MSO in","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","2016/17"
"395","MSO in","N/A",    44.79,   126.00,215518.00,     0.00,     0.00,    53.00,    52.00,    21.00,    31.77,    21.72,   131.00,219735.00,     0.00,     0.00,    56.00,    54.00,    21.00,    18.50,    34.41,   139.00,261997.00,     0.00,     0.00,    60.00,    56.00,    23.00,    18.77,"MultiStateOperation","2016/17"
"396","MSO in","North East",    52.93,    57.00,   511.00,   100.00,   100.00,    55.00,     0.00,     2.00,    36.51,    10.33,    57.00,   511.00,   100.00,   100.00,    55.00,     0.00,     2.00,     7.46,    46.52,    96.00,   898.00,    98.96,    87.31,    93.00,     0.00,     3.00,    35.12,"New Hampshire","2012/13"
"397","MSO in","North East",    50.04,    61.00, 24259.00,    90.16,     0.87,    59.00,     2.00,     0.00,    39.93,    15.81,    61.00, 24259.00,    90.16,     0.87,    59.00,     2.00,     0.00,    34.93,    43.13,    87.00, 24746.00,    91.95,     2.57,    84.00,     2.00,     1.00,    17.07,"New Jersey","2012/13"
"398","MSO in","South West",    50.37,     9.00,    42.00,    88.89,    90.48,     9.00,     0.00,     0.00,    60.56,    11.48,     9.00,    42.00,    88.89,    90.48,     9.00,     0.00,     0.00,     6.41,    35.35,    27.00,   128.00,    92.59,    89.84,    27.00,     0.00,     0.00,    33.15,"New Mexico","2012/13"
"399","MSO in","North East",    48.83,   176.00, 38288.00,    91.48,     7.27,   156.00,    10.00,    10.00,    41.54,    11.33,   178.00, 39988.00,    90.45,     6.96,   156.00,    11.00,    11.00,    31.19,    43.91,   270.00, 46196.00,    92.96,    13.67,   247.00,    12.00,    11.00,    26.54,"New York","2012/13"
"400","MSO in","South East",    49.74,   275.00,  3569.00,    96.73,    67.05,   269.00,     1.00,     5.00,    46.83,    13.76,   277.00,  3578.00,    96.75,    67.13,   271.00,     1.00,     5.00,    26.26,    43.37,   415.00,  5181.00,    96.63,    82.61,   405.00,     1.00,     9.00,    34.10,"North Carolina","2012/13"
"401","MSO in","Northern Rockies and Plains",    48.75,    34.00,182556.00,     8.82,     0.01,     4.00,    29.00,     1.00,    42.24,    24.03,    36.00,189516.00,     8.33,     0.01,     5.00,    30.00,     1.00,    23.70,    35.48,    39.00,220230.00,    10.26,     0.01,     5.00,    33.00,     1.00,    25.86,"North Dakota","2012/13"
"402","MSO in","Ohio Valley",    52.26,   182.00, 11444.00,    98.90,    12.53,   178.00,     1.00,     3.00,    47.25,    11.16,   182.00, 11444.00,    98.90,    12.53,   178.00,     1.00,     3.00,    48.93,    48.69,   281.00, 11989.00,    99.29,    33.10,   273.00,     2.00,     6.00,    18.56,"Ohio","2012/13"
"403","MSO in","South",    34.54,    29.00,  3632.00,    93.10,     8.81,    26.00,     1.00,     2.00,    65.41,    20.22,    29.00,  3632.00,    93.10,     8.81,    26.00,     1.00,     2.00,    59.79,    18.85,    37.00,  3389.00,    94.59,     8.88,    34.00,     1.00,     2.00,    14.10,"Oklahoma","2012/13"
"404","MSO in","North West",    44.58,   120.00, 15152.00,    91.67,    42.32,   107.00,     4.00,     9.00,    36.34,     8.74,   122.00, 22053.00,    90.98,    29.08,   108.00,     5.00,     9.00,    18.56,    38.14,   194.00, 37938.00,    93.30,    23.53,   178.00,     6.00,    10.00,    26.54,"Oregon","2012/13"
"405","MSO in","North East",    55.11,   349.00, 22095.00,    95.70,    11.97,   326.00,     5.00,    18.00,    45.90,     9.85,   350.00, 22096.00,    95.71,    11.98,   327.00,     5.00,    18.00,    34.22,    51.99,   565.00, 25443.00,    96.99,    22.01,   538.00,     5.00,    22.00,    27.94,"Pennsylvania","2012/13"
"406","MSO in","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2012/13"
"407","MSO in","North East",    36.26,    15.00,    62.00,    73.33,    79.03,    15.00,     0.00,     0.00,    37.50,     8.93,    15.00,    62.00,    73.33,    79.03,    15.00,     0.00,     0.00,     5.06,    36.66,    28.00,   205.00,    78.57,    60.00,    28.00,     0.00,     0.00,    34.70,"Rhode Island","2012/13"
